threadid,tweetid,event,support,evidentiality,certainty,responsetype-vs-source,responsetype-vs-previous
544515538383564801,544529110266310656,sydneysiege,,witnessed,somewhat-certain,appeal-for-more-information,
544515538383564801,544530369312477184,sydneysiege,,,,comment,
544515538383564801,544533656794976256,sydneysiege,,,,comment,
544515538383564801,544535075690663937,sydneysiege,,,,comment,
544515538383564801,544537747436761088,sydneysiege,,,,comment,
544515538383564801,544539217725231105,sydneysiege,,,,comment,
544515538383564801,544540011581161472,sydneysiege,,,,comment,
544282005941530624,544282429583003648,sydneysiege,,,,comment,
544282005941530624,544283669394120704,sydneysiege,,,,comment,
544282005941530624,544288116199407616,sydneysiege,,,,comment,
544282005941530624,544294946371403776,sydneysiege,,,,comment,
544282005941530624,544297184712085504,sydneysiege,,,,comment,
544282005941530624,544297460936753152,sydneysiege,,,,comment,
544282005941530624,544299767195779072,sydneysiege,,,,comment,
544282005941530624,544300933455548417,sydneysiege,,,,comment,
544282005941530624,544303259473571840,sydneysiege,,,,comment,
544282005941530624,544333770900242432,sydneysiege,,witnessed,certain,agreed,
544278335455776769,544278581585907713,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544278335455776769,544278685759860736,sydneysiege,,witnessed,somewhat-certain,disagreed,
544278335455776769,544278855226122242,sydneysiege,,witnessed,certain,agreed,
544278335455776769,544279084939767808,sydneysiege,,,,comment,
544278335455776769,544279252028243968,sydneysiege,,source-quoted,certain,disagreed,
544278335455776769,544279731911524352,sydneysiege,,witnessed,certain,agreed,
544278335455776769,544279909796175873,sydneysiege,,witnessed,uncertain,agreed,
544278335455776769,544279915076784129,sydneysiege,,,,comment,
544278335455776769,544280027714420736,sydneysiege,,witnessed,certain,disagreed,
544309275141885952,544309563848003584,sydneysiege,,witnessed,certain,disagreed,
544309275141885952,544309574107693056,sydneysiege,,,,comment,
544309275141885952,544309589575864320,sydneysiege,,no-evidence,certain,agreed,
544309275141885952,544309653266386944,sydneysiege,,,,comment,
544309275141885952,544309667099181056,sydneysiege,,,,comment,
544309275141885952,544309882673844224,sydneysiege,,witnessed,certain,disagreed,
544309275141885952,544309904992108545,sydneysiege,,,,comment,
544309275141885952,544310719965970432,sydneysiege,,witnessed,somewhat-certain,disagreed,
544309275141885952,544310817521696769,sydneysiege,,witnessed,certain,agreed,
544309275141885952,544311680893583360,sydneysiege,,url-given,somewhat-certain,agreed,
544309275141885952,544311849794023424,sydneysiege,,witnessed,certain,disagreed,
544310853613281281,544311848615432194,sydneysiege,,url-given,certain,agreed,
544310853613281281,544312583746899970,sydneysiege,,witnessed,certain,disagreed,
544310853613281281,544312995544039426,sydneysiege,,,,comment,
544310853613281281,544318876255653888,sydneysiege,,source-quoted,certain,disagreed,
544310853613281281,544320787436433409,sydneysiege,,witnessed,certain,disagreed,
544310853613281281,544322375144472576,sydneysiege,,witnessed,somewhat-certain,agreed,
544310853613281281,544322660529078273,sydneysiege,,witnessed,certain,disagreed,
544310853613281281,544322736806711296,sydneysiege,,url-given,certain,agreed,
544310853613281281,544323119138103296,sydneysiege,,,,comment,
544310853613281281,544323425993371649,sydneysiege,,,,comment,
544310853613281281,544323742004813824,sydneysiege,,witnessed,certain,disagreed,
544310853613281281,544328661806366721,sydneysiege,,url-given,certain,agreed,
544310853613281281,544350222194053120,sydneysiege,,url-given,somewhat-certain,agreed,
544310853613281281,544350274308284416,sydneysiege,,,,comment,
544310853613281281,544350295770558465,sydneysiege,,,,comment,
544288681021145090,544288801926156289,sydneysiege,,url-given,certain,agreed,
544288681021145090,544288822545354753,sydneysiege,,,,comment,
544288681021145090,544289312314228737,sydneysiege,,,,comment,
544288681021145090,544289449941557248,sydneysiege,,witnessed,certain,agreed,
544288681021145090,544290348525449216,sydneysiege,,url-given,certain,agreed,
544288681021145090,544290393693904896,sydneysiege,,witnessed,certain,disagreed,
544288681021145090,544290635013189632,sydneysiege,,,,comment,
544288681021145090,544290755624198144,sydneysiege,,,,comment,
544288681021145090,544291860425232384,sydneysiege,,,,comment,
544288681021145090,544292185722851329,sydneysiege,,url-given,certain,agreed,
544288681021145090,544297324466282497,sydneysiege,,,,comment,
544288681021145090,544297924088582144,sydneysiege,,,,comment,
544288681021145090,544298040652099584,sydneysiege,,url-given,certain,agreed,
544288681021145090,544299655660843009,sydneysiege,,,,comment,
544319274072817664,544319596719661056,sydneysiege,,no-evidence,uncertain,disagreed,
544319274072817664,544319680194699264,sydneysiege,,no-evidence,somewhat-certain,disagreed,
544319274072817664,544320325639364608,sydneysiege,,witnessed,somewhat-certain,agreed,
544319274072817664,544320911554265088,sydneysiege,,witnessed,uncertain,appeal-for-more-information,
544319274072817664,544321039476346881,sydneysiege,,,,comment,
544319274072817664,544321096221077505,sydneysiege,,,,comment,
544319274072817664,544321107017232384,sydneysiege,,,,comment,
544319274072817664,544321184993529856,sydneysiege,,witnessed,underspecified,disagreed,
544319274072817664,544321229360869376,sydneysiege,,,,comment,
544319274072817664,544321707436019712,sydneysiege,,,,comment,
544319274072817664,544322790329835521,sydneysiege,,,,comment,
544319274072817664,544323145608343553,sydneysiege,,,,comment,
544319274072817664,544324400766799873,sydneysiege,,witnessed,uncertain,appeal-for-more-information,
544283772569788416,544284069518147584,sydneysiege,,,,comment,
544283772569788416,544284225357504512,sydneysiege,,,,comment,
544283772569788416,544284386993397761,sydneysiege,,url-given,certain,agreed,
544283772569788416,544284536570662914,sydneysiege,,,,comment,
544283772569788416,544284571626635266,sydneysiege,,,,comment,
544283772569788416,544284643605114880,sydneysiege,,url-given,certain,agreed,
544283772569788416,544284949986439169,sydneysiege,,url-given,somewhat-certain,agreed,
544283772569788416,544285415814225921,sydneysiege,,,,comment,
544283772569788416,544286041155571712,sydneysiege,,url-given,certain,agreed,
544283772569788416,544286226879381504,sydneysiege,,witnessed,certain,agreed,
544283772569788416,544286591515373569,sydneysiege,,witnessed,underspecified,disagreed,
544283772569788416,544287943175983104,sydneysiege,,url-given,certain,agreed,
544283772569788416,544294036463710209,sydneysiege,,,,comment,
544283772569788416,544297005208846336,sydneysiege,,url-given,certain,agreed,
544283772569788416,544306299606151168,sydneysiege,,,,comment,
544283772569788416,544308514811035650,sydneysiege,,,,comment,
544283772569788416,544316754521239552,sydneysiege,,,,comment,
544282227035869184,544282322779250688,sydneysiege,,witnessed,certain,disagreed,
544282227035869184,544282441091788801,sydneysiege,,witnessed,somewhat-certain,disagreed,
544282227035869184,544282464462860288,sydneysiege,,url-given,certain,agreed,
544282227035869184,544282548197916672,sydneysiege,,,,comment,
544282227035869184,544282563603628032,sydneysiege,,url-given,certain,agreed,
544282227035869184,544283521842708480,sydneysiege,,witnessed,certain,agreed,
544282227035869184,544283586111619072,sydneysiege,,,,comment,
544282227035869184,544283734044721152,sydneysiege,,url-given,somewhat-certain,agreed,
544282227035869184,544284075721494528,sydneysiege,,url-given,certain,agreed,
544282227035869184,544284083757805568,sydneysiege,,witnessed,certain,disagreed,
544282227035869184,544284106436403200,sydneysiege,,url-given,certain,agreed,
544282227035869184,544284128615473152,sydneysiege,,,,comment,
553558982476828674,553559105387118592,charliehebdo,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
553558982476828674,553559355438923776,charliehebdo,,no-evidence,uncertain,appeal-for-more-information,
553558982476828674,553571844562120704,charliehebdo,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
553212962044149761,553213579672178689,charliehebdo,,picture-attached,certain,appeal-for-more-information,
553538058440941568,553539507786903552,charliehebdo,,url-given,underspecified,agreed,
552984502063337472,552989544589430784,charliehebdo,,unverifiable-source-quoted,underspecified,agreed,
552982613288157184,552992417969082369,charliehebdo,,source-quoted,somewhat-certain,agreed,
553535829017370625,553536495433580545,charliehebdo,,url-given,underspecified,agreed,
553590835850514433,553591230006067200,charliehebdo,,,,comment,
553590835850514433,553591266316152832,charliehebdo,,url-given,somewhat-certain,agreed,
553590835850514433,553591557325336576,charliehebdo,,no-evidence,underspecified,appeal-for-more-information,
553590835850514433,553591850532347906,charliehebdo,,no-evidence,uncertain,appeal-for-more-information,
553590835850514433,553592233354870785,charliehebdo,,source-quoted,somewhat-certain,appeal-for-more-information,
553590835850514433,553615178492043264,charliehebdo,,,,comment,
553587672137334785,553587974680875008,charliehebdo,,no-evidence,certain,appeal-for-more-information,
553587672137334785,553590107807428608,charliehebdo,,picture-attached,certain,agreed,
553470492565602305,553473556345290752,charliehebdo,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
553470492565602305,553474160530587648,charliehebdo,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
552821069036670976,552827345435103234,charliehebdo,,url-given,certain,agreed,
553531413459660800,553532938508587008,charliehebdo,,no-evidence,somewhat-certain,appeal-for-more-information,
553531413459660800,553533391216582656,charliehebdo,,,,comment,
553531413459660800,553535185695043584,charliehebdo,,reasoning,uncertain,appeal-for-more-information,
553531413459660800,554247300738854912,charliehebdo,,no-evidence,certain,agreed,
553589051044151296,553596772401299456,charliehebdo,,url-given,underspecified,agreed,
553589051044151296,553602592828563456,charliehebdo,,no-evidence,underspecified,agreed,
552791578893619200,552797785427558401,charliehebdo,,url-given,certain,agreed,
552791578893619200,552818611015131136,charliehebdo,,url-given,certain,disagreed,
553152395371630592,553171006244663297,charliehebdo,,reasoning,somewhat-certain,appeal-for-more-information,
553152395371630592,553174304016584704,charliehebdo,,url-given,underspecified,agreed,
553152395371630592,553196346375954433,charliehebdo,,no-evidence,uncertain,appeal-for-more-information,
553152395371630592,553220108219609088,charliehebdo,,url-given,underspecified,agreed,
553152395371630592,553255878628237313,charliehebdo,,,,comment,
553505242554175489,553511231735099392,charliehebdo,,no-evidence,certain,agreed,
553474188259102720,553536816238710784,charliehebdo,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
529720273285566464,529720506602516480,prince-toronto,,unverifiable-source-quoted,underspecified,appeal-for-more-information,
529720273285566464,529721009172410369,prince-toronto,,source-quoted,uncertain,agreed,
529720273285566464,529722084600320001,prince-toronto,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
529720273285566464,529723119913951232,prince-toronto,,no-evidence,somewhat-certain,appeal-for-more-information,
529720273285566464,529723588413489152,prince-toronto,,unverifiable-source-quoted,underspecified,appeal-for-more-information,
529720273285566464,529723695989002241,prince-toronto,,unverifiable-source-quoted,somewhat-certain,agreed,
529695367680761856,529695704982491137,prince-toronto,,reasoning,certain,disagreed,
529695367680761856,529696892851347458,prince-toronto,,no-evidence,somewhat-certain,appeal-for-more-information,
529654186791944192,529655597114085376,prince-toronto,,url-given,uncertain,appeal-for-more-information,
529654186791944192,529664081100562432,prince-toronto,,no-evidence,uncertain,appeal-for-more-information,
529653029747064832,529656160736251904,prince-toronto,,,,comment,
500354773133299713,500356467548250112,ferguson,,url-given,underspecified,agreed,
500391222075076610,500393155066626048,ferguson,,no-evidence,uncertain,appeal-for-more-information,
500391222075076610,500393320032370688,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
500391222075076610,500393935223533569,ferguson,,witnessed,uncertain,appeal-for-more-information,
500391222075076610,500418076723396608,ferguson,,unverifiable-source-quoted,certain,appeal-for-more-information,
500391222075076610,500503447544680448,ferguson,,source-quoted,uncertain,appeal-for-more-information,
499456140044824576,499456567990026240,ferguson,,no-evidence,uncertain,appeal-for-more-information,
499456140044824576,499460810704302080,ferguson,,no-evidence,uncertain,appeal-for-more-information,
500363740311982081,500363869081337856,ferguson,,no-evidence,certain,disagreed,
500363740311982081,500365021965455360,ferguson,,reasoning,certain,agreed,
500363740311982081,500366091659784192,ferguson,,reasoning,certain,appeal-for-more-information,
500363740311982081,500368681806073856,ferguson,,reasoning,certain,agreed,
500363740311982081,500368855051804672,ferguson,,url-given,certain,agreed,
500363740311982081,500373718464757760,ferguson,,witnessed,certain,agreed,
498430783699554305,498452460881870848,ferguson,,unverifiable-source-quoted,underspecified,agreed,
498430783699554305,498454395248721920,ferguson,,,,comment,
498430783699554305,498474828278804481,ferguson,,url-given,underspecified,agreed,
499366666300846081,499367096875114497,ferguson,,url-given,certain,disagreed,
499366666300846081,499372044593930240,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
499366666300846081,500473967509909504,ferguson,,no-evidence,underspecified,disagreed,
500294803402137600,500295308572893184,ferguson,,reasoning,certain,disagreed,
500294803402137600,500296225405415424,ferguson,,reasoning,uncertain,disagreed,
500294803402137600,500296225678045184,ferguson,,reasoning,somewhat-certain,appeal-for-more-information,
500294803402137600,500299816971546624,ferguson,,unverifiable-source-quoted,certain,agreed,
500377906305327104,500379221504442370,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
500377906305327104,500557666528542720,ferguson,,unverifiable-source-quoted,certain,disagreed,
500290456845299714,500291600501600258,ferguson,,reasoning,somewhat-certain,disagreed,
500290456845299714,500297602231853057,ferguson,,no-evidence,uncertain,appeal-for-more-information,
500290456845299714,500297973905895424,ferguson,,no-evidence,certain,agreed,
500290456845299714,500308754194497537,ferguson,,picture-attached,uncertain,appeal-for-more-information,
500280422295937024,500282011982913539,ferguson,,no-evidence,uncertain,appeal-for-more-information,
500280422295937024,500283809989132288,ferguson,,unverifiable-source-quoted,certain,agreed,
500280422295937024,500284169382289409,ferguson,,no-evidence,uncertain,appeal-for-more-information,
500279160795721728,500281521841139712,ferguson,,reasoning,somewhat-certain,agreed,
500279160795721728,500286604129619969,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
500279160795721728,500288878578642944,ferguson,,no-evidence,somewhat-certain,agreed,
500279160795721728,500292183438925824,ferguson,,reasoning,certain,agreed,
500279160795721728,500298745301729282,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
500279160795721728,500302395042439168,ferguson,,reasoning,certain,agreed,
500279160795721728,500574997921136640,ferguson,,url-given,certain,appeal-for-more-information,
581386094337474560,581389448908300288,germanwings-crash,,,,comment,
581386094337474560,581389712063008768,germanwings-crash,,no-evidence,certain,appeal-for-more-information,
581386094337474560,581501991005863936,germanwings-crash,,,,comment,
580325090367315968,580325250996518913,germanwings-crash,,no-evidence,somewhat-certain,appeal-for-more-information,
580325090367315968,580325295841943553,germanwings-crash,,reasoning,uncertain,appeal-for-more-information,
580325090367315968,580325976975896577,germanwings-crash,,no-evidence,uncertain,appeal-for-more-information,
580325090367315968,580326199324463104,germanwings-crash,,no-evidence,uncertain,appeal-for-more-information,
581063377226637312,581070383023030272,germanwings-crash,,url-given,uncertain,appeal-for-more-information,
580326222107951104,580352961362202624,germanwings-crash,,unverifiable-source-quoted,uncertain,agreed,
580326222107951104,580501976305262592,germanwings-crash,,,,comment,
580326222107951104,581283472549023744,germanwings-crash,,url-given,underspecified,appeal-for-more-information,
580319184652890113,580321926515572737,germanwings-crash,,url-given,underspecified,agreed,
580339547269144576,580340017886728192,germanwings-crash,,reasoning,somewhat-certain,disagreed,
580339547269144576,580340033384775680,germanwings-crash,,picture-attached,uncertain,appeal-for-more-information,
580339547269144576,580340609388417024,germanwings-crash,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
580339547269144576,580341019515883521,germanwings-crash,,unverifiable-source-quoted,certain,disagreed,
580339547269144576,580341230145572865,germanwings-crash,,source-quoted,uncertain,appeal-for-more-information,
580339547269144576,580342887910494208,germanwings-crash,,source-quoted,uncertain,appeal-for-more-information,
580339547269144576,580347953069592577,germanwings-crash,,picture-attached,certain,disagreed,
525003468659228672,525006759807967232,ottawashooting,,reasoning,somewhat-certain,disagreed,
525003468659228672,525007275308908544,ottawashooting,,no-evidence,certain,agreed,
525003468659228672,525007939569221632,ottawashooting,,source-quoted,certain,disagreed,
525003468659228672,525008290863136768,ottawashooting,,no-evidence,somewhat-certain,disagreed,
525003468659228672,525009403658129408,ottawashooting,,,,comment,
524975705206304769,524975908432928768,ottawashooting,,no-evidence,certain,agreed,
524975705206304769,524976564405276672,ottawashooting,,unverifiable-source-quoted,somewhat-certain,agreed,
524975705206304769,524976772535037952,ottawashooting,,,,comment,
524942470472548352,524943159726309376,ottawashooting,,,,comment,
524932056560963584,524933566405562368,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
525019752507658240,525020363357683712,ottawashooting,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
525019752507658240,525020543603703809,ottawashooting,,no-evidence,certain,appeal-for-more-information,
525019752507658240,525020658972258305,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
525019752507658240,525020978485940226,ottawashooting,,unverifiable-source-quoted,underspecified,appeal-for-more-information,
525019752507658240,525021127702106112,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
525019752507658240,525022123426086912,ottawashooting,,no-evidence,underspecified,appeal-for-more-information,
525019752507658240,525022127255482368,ottawashooting,,no-evidence,certain,appeal-for-more-information,
525019752507658240,525022226668855296,ottawashooting,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
525019752507658240,525022402217271296,ottawashooting,,picture-attached,uncertain,appeal-for-more-information,
525019752507658240,525022456059547648,ottawashooting,,url-given,uncertain,appeal-for-more-information,
525019752507658240,525022674599555072,ottawashooting,,source-quoted,uncertain,appeal-for-more-information,
524925050739490816,524925341316689920,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
524925050739490816,524926071599534080,ottawashooting,,url-given,certain,agreed,
524925050739490816,524930352000036864,ottawashooting,,no-evidence,underspecified,agreed,
524923462398513152,524928263341481984,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
524925215235911680,524925724499935232,ottawashooting,,source-quoted,underspecified,agreed,
524925215235911680,524925756087214082,ottawashooting,,,,comment,
524925215235911680,524933596113801218,ottawashooting,,,,comment,
524925215235911680,524935683908333569,ottawashooting,,,,comment,
524925215235911680,524937817924067328,ottawashooting,,,,comment,
524980744658382848,524983036098924545,ottawashooting,,,,comment,
524980744658382848,524983145394110464,ottawashooting,,source-quoted,uncertain,appeal-for-more-information,
524980744658382848,525001263922937857,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,
524981436252950528,524981904131764224,ottawashooting,,picture-attached,uncertain,appeal-for-more-information,
524931324763992064,524932468437053440,ottawashooting,,url-given,somewhat-certain,appeal-for-more-information,
524931324763992064,524934352845938689,ottawashooting,,reasoning,certain,agreed,
544358564484378624,544358949399851008,sydneysiege,,url-given,underspecified,agreed,
544358564484378624,544369484019281921,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544510450101415936,544510910963134464,sydneysiege,,unverifiable-source-quoted,underspecified,agreed,
544510450101415936,544511608551002113,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544278985249550337,544279390553530368,sydneysiege,,,,comment,
544278985249550337,544280052175613952,sydneysiege,,url-given,underspecified,agreed,
544278985249550337,544280339720728576,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544278985249550337,544281192632053761,sydneysiege,,unverifiable-source-quoted,certain,appeal-for-more-information,
544278985249550337,544281932406599681,sydneysiege,,,,comment,
544329935943237632,544330593228840961,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544329935943237632,544330596198019073,sydneysiege,,no-evidence,underspecified,appeal-for-more-information,
544329935943237632,544330807964217345,sydneysiege,,unverifiable-source-quoted,certain,appeal-for-more-information,
544329935943237632,544330821365014529,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544329935943237632,544330922288373760,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544329935943237632,544331106581897216,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544329935943237632,544331336266579969,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544329935943237632,544331615812345856,sydneysiege,,reasoning,uncertain,appeal-for-more-information,
544314234541469696,544315030632538112,sydneysiege,,url-given,certain,agreed,
544314234541469696,544315985164263425,sydneysiege,,url-given,certain,appeal-for-more-information,
544314234541469696,544316287598358528,sydneysiege,,no-evidence,somewhat-certain,appeal-for-more-information,
544314234541469696,544316435435376640,sydneysiege,,url-given,underspecified,agreed,
544291965513134080,544292184476758016,sydneysiege,,unverifiable-source-quoted,underspecified,appeal-for-more-information,
544291965513134080,544292863471677440,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544291965513134080,544294012262174720,sydneysiege,,,,comment,
544269749405097984,544272498238304256,sydneysiege,,,,comment,
544269749405097984,544277779517165568,sydneysiege,,no-evidence,somewhat-certain,appeal-for-more-information,
544274934835707905,544275135809998850,sydneysiege,,,,comment,
544274934835707905,544276498778423297,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544274934835707905,544277407411097600,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544274934835707905,544278146397519872,sydneysiege,,reasoning,somewhat-certain,appeal-for-more-information,
544350567183556608,544351136518385664,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544333764814323713,544337280694222848,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544333764814323713,544345812478988288,sydneysiege,,url-given,certain,agreed,
544512910538838016,544514368105611264,sydneysiege,,no-evidence,underspecified,appeal-for-more-information,
544512910538838016,544514838509006849,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544382892378714113,544403194991099904,sydneysiege,,url-given,underspecified,agreed,
544382892378714113,544411279776313344,sydneysiege,,url-given,underspecified,appeal-for-more-information,
544512664769396736,544513264705478657,sydneysiege,,url-given,underspecified,agreed,
544512664769396736,544514424476680193,sydneysiege,,url-given,underspecified,agreed,
544512664769396736,544523414330167296,sydneysiege,,url-given,certain,appeal-for-more-information,
553558982476828674,553559392604684288,charliehebdo,,,,comment,
553558982476828674,553560647305560064,charliehebdo,,,,comment,
553558982476828674,553562157968031744,charliehebdo,,,,comment,
553558982476828674,553570519052980225,charliehebdo,,,,comment,
553558982476828674,553776086816137217,charliehebdo,,,,comment,
553212962044149761,553213078889062401,charliehebdo,,,,comment,
553212962044149761,553214220364685313,charliehebdo,,,,comment,
553212962044149761,553214228488667136,charliehebdo,,,,comment,
553212962044149761,553214496567590914,charliehebdo,,,,comment,
553538058440941568,553538279073935360,charliehebdo,,,,comment,
553538058440941568,553538295855349761,charliehebdo,,,,comment,
553538058440941568,553538493738405888,charliehebdo,,,,comment,
553538058440941568,553538596938846208,charliehebdo,,,,comment,
553538058440941568,553538823989493760,charliehebdo,,,,comment,
553538058440941568,553538912065712129,charliehebdo,,,,comment,
553538058440941568,553538987554385920,charliehebdo,,,,comment,
553538058440941568,553539141443788800,charliehebdo,,,,comment,
553538058440941568,553539293076279296,charliehebdo,,,,comment,
553538058440941568,553539728067551232,charliehebdo,,,,comment,
553538058440941568,553539730449924096,charliehebdo,,,,comment,
553538058440941568,553539762624012288,charliehebdo,,,,comment,
553538058440941568,553540050676219904,charliehebdo,,,,comment,
553538058440941568,553541495588802560,charliehebdo,,,,comment,
553538058440941568,553541618993618945,charliehebdo,,,,comment,
553538058440941568,553541672471396352,charliehebdo,,,,comment,
552984502063337472,553091815218237440,charliehebdo,,,,comment,
553467311261503488,553468547184467969,charliehebdo,,,,comment,
553467311261503488,553481000379248640,charliehebdo,,,,comment,
552982613288157184,552983715224113152,charliehebdo,,,,comment,
552982613288157184,552990796702814208,charliehebdo,,,,comment,
552982613288157184,552997008483811328,charliehebdo,,,,comment,
552792544132997121,552792742842363905,charliehebdo,,,,comment,
552792544132997121,552794125167493120,charliehebdo,,,,comment,
552792544132997121,552795993553764354,charliehebdo,,,,comment,
552792544132997121,552800910670569472,charliehebdo,,,,comment,
553535829017370625,553536361786277888,charliehebdo,,,,comment,
553535829017370625,553541692243316737,charliehebdo,,,,comment,
553535829017370625,553551642369753088,charliehebdo,,,,comment,
553590835850514433,553590917773656065,charliehebdo,,,,comment,
553590835850514433,553590931866521602,charliehebdo,,,,comment,
553590835850514433,553591259009658881,charliehebdo,,,,comment,
553590835850514433,553591307206422528,charliehebdo,,,,comment,
553590835850514433,553591583623245824,charliehebdo,,,,comment,
553590835850514433,553591773537513473,charliehebdo,,,,comment,
553590835850514433,553593201756762113,charliehebdo,,,,comment,
553590835850514433,553594057034051584,charliehebdo,,,,comment,
553590835850514433,553596117909512192,charliehebdo,,,,comment,
553590835850514433,553603571200311296,charliehebdo,,,,comment,
553587672137334785,553587884263874561,charliehebdo,,,,comment,
553587672137334785,553588033313046528,charliehebdo,,,,comment,
553587672137334785,553588141576454144,charliehebdo,,,,comment,
553587672137334785,553588198577025026,charliehebdo,,,,comment,
553587672137334785,553588238867517441,charliehebdo,,,,comment,
553587672137334785,553588931707822080,charliehebdo,,,,comment,
553587672137334785,553589201347035136,charliehebdo,,,,comment,
553587672137334785,553589615379374080,charliehebdo,,,,comment,
553587672137334785,553589786775412737,charliehebdo,,,,comment,
553587672137334785,553589804492148736,charliehebdo,,,,comment,
553587672137334785,553592680866152449,charliehebdo,,,,comment,
553470492565602305,553471272353402880,charliehebdo,,,,comment,
553470492565602305,553471490734039040,charliehebdo,,,,comment,
553470492565602305,553472346838007810,charliehebdo,,,,comment,
552821069036670976,552822567057510400,charliehebdo,,,,comment,
552821069036670976,552822679712313344,charliehebdo,,,,comment,
552821069036670976,552823713876303872,charliehebdo,,,,comment,
552821069036670976,552824008379736064,charliehebdo,,,,comment,
552821069036670976,552824073244246016,charliehebdo,,,,comment,
552821069036670976,552826863698317312,charliehebdo,,,,comment,
552821069036670976,552827902065385476,charliehebdo,,,,comment,
552821069036670976,552829975800578048,charliehebdo,,,,comment,
552821069036670976,552836806065262594,charliehebdo,,,,comment,
552821069036670976,552840084962443264,charliehebdo,,,,comment,
552821069036670976,552840094156349440,charliehebdo,,,,comment,
553531413459660800,553531601838432257,charliehebdo,,,,comment,
553531413459660800,553531861885259776,charliehebdo,,,,comment,
553531413459660800,553532010447527936,charliehebdo,,,,comment,
553531413459660800,553532431517876225,charliehebdo,,,,comment,
553531413459660800,553535680979427328,charliehebdo,,,,comment,
553531413459660800,553538891228385280,charliehebdo,,,,comment,
553531413459660800,553542100143591426,charliehebdo,,,,comment,
553476490315431937,553476849196879873,charliehebdo,,,,comment,
553476490315431937,553478083672424448,charliehebdo,,,,comment,
553476490315431937,553479876632936448,charliehebdo,,,,comment,
553476490315431937,553480808947015680,charliehebdo,,,,comment,
553589051044151296,553589181436284930,charliehebdo,,,,comment,
553589051044151296,553589370721013760,charliehebdo,,,,comment,
553589051044151296,553589785202544640,charliehebdo,,,,comment,
553589051044151296,553589976416260096,charliehebdo,,,,comment,
553589051044151296,553590068271529985,charliehebdo,,,,comment,
552791578893619200,552791675379400705,charliehebdo,,,,comment,
552791578893619200,552792030225920000,charliehebdo,,,,comment,
552791578893619200,552792351413133312,charliehebdo,,,,comment,
552791578893619200,552792826216329217,charliehebdo,,,,comment,
552791578893619200,552793048510648320,charliehebdo,,,,comment,
552791578893619200,552794374950887425,charliehebdo,,,,comment,
552791578893619200,552795016725532672,charliehebdo,,,,comment,
552791578893619200,552795831599120384,charliehebdo,,,,comment,
552791578893619200,552795888134144001,charliehebdo,,,,comment,
552791578893619200,552795898196291584,charliehebdo,,,,comment,
552791578893619200,552796077561094144,charliehebdo,,,,comment,
552791578893619200,552796307627470848,charliehebdo,,,,comment,
552791578893619200,552808830598262785,charliehebdo,,,,comment,
552791578893619200,552810884314443776,charliehebdo,,,,comment,
552791578893619200,552822387448631296,charliehebdo,,,,comment,
553152395371630592,553153997226663936,charliehebdo,,,,comment,
553152395371630592,553154805905235968,charliehebdo,,,,comment,
553152395371630592,553161717803671552,charliehebdo,,,,comment,
553152395371630592,553170581282377729,charliehebdo,,,,comment,
553152395371630592,553170977061081088,charliehebdo,,,,comment,
553152395371630592,553171130757173249,charliehebdo,,,,comment,
553152395371630592,553171137782620160,charliehebdo,,,,comment,
553152395371630592,553171643091398656,charliehebdo,,,,comment,
